animal_id,mammal_genus,mammal_scientific_name,mammal_type ,mammal_group,plant_pub_name,endemic_widelydistributed,native_exotic,habit,updated_genus,updated_species,family,fruit_nature,fruit_type,fruit_colour,colour_nature,fruit_odour,no_of_seed_per_fruit,seed_number,arillate_notarillate,fruit_length_l,fruit_length_h,fruit_breadth_l,fruit_breadth_h,fruit_diameter_l,fruit_diameter_h,seed_length_l,seed_length_h,seed_breadth_l,seed_breadth_h,seed_diameter_l,seed_diameter_h,iucn_status_plant,location_country,Asia_zone,author_id
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus racemosa,Widely distributed,Native,Tree,Ficus,Ficus racemosa,Moraceae,Fig,Synconium,Red,"Bright (Red, Orange, Pink)",present,many,> Twenty,Not arillate,2.5,2.5,2,2,2,2.5,NA,NA,NA,NA,NA,NA,Least Concern,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus rumphii,Widely distributed,Native,Tree,Ficus,Ficus rumphii,Moraceae,Fig,Synconium,Purple,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,Not assessed,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus sp,NA,NA,NA,Ficus,Ficus sp.,Moraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Garcinia cowa,Widely distributed,Native,Tree,Garcinia,Garcinia cowa,Clusiaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,4,Two-Five,Not arillate,5,6,4,5,NA,NA,2.5,2.5,NA,NA,NA,NA,Least Concern,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Grewia asiatica,Widely distributed,Native,Tree,Grewia,Grewia asiatica,Malvaceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,0.7,1.2,NA,NA,NA,NA,NA,NA,Least Concern,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Leea crispa,Widely distributed,Native,Tree,Leea ,Leea asiatica,Vitaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,6,Six-Ten,Not arillate,NA,NA,NA,NA,1.2,1.2,0.5,0.5,0.6,0.6,NA,NA,Not assessed,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Mangifera sylvatica,Widely distributed,Native,Tree,Mangifera ,Mangifera sylvatica,Anacardiaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,1,One,Not arillate,6,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Phyllanthus embelica,Widely distributed,Native,Tree,Phyllanthus,Phyllanthus emblica,Phyllanthaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,1,One,Not arillate,NA,NA,NA,NA,1,2.5,0.5,0.6,0.2,0.3,NA,NA,Least Concern,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Sapium baccatum,Widely distributed,Native,Tree,Balakata,Balakata baccata,Euphorbiaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,0.9,1.2,NA,NA,NA,NA,0.5,0.5,Least Concern,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,semecarpus anacardium,Widely distributed,Native,Tree,Semecarpus,Semecarpus anacardium,Anacardiaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",present,1,One,Not arillate,2,5,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,Not assessed,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Syzygium sp,NA,NA,NA,Syzygium,Syzygium sp.,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,Indian subcontinent,Islam & Feeroz 1992
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Cyclobalanopsis glauca,Widely distributed,Native,Tree,Quercus ,Quercus glauca,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.5,2,0.9,1.4,NA,NA,1.9,1.9,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Pasania glabra,Widely distributed,Native,Tree,Lithocarpus,Lithocarpus glaber,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.2,2.5,0.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Castanopsis carlesii,Widely distributed,Native,Tree,Castanopsis,Castanopsis carlesii,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Quercus stenophylloides,Endemic,Native,Tree,Quercus ,Quercus stenophylloides,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.7,2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Quercus morii,Endemic,Native,Tree,Quercus ,Quercus morii,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.5,2.5,NA,NA,1,1.8,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Quercus tatakaensis,Endemic,Native,Tree,Quercus ,Quercus tarokoensis,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,0.5,0.7,1,1.3,NA,NA,1.4,1.8,0.8,1,NA,NA,Data deficient,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Juglans cathayensis,Widely distributed,Native,Tree,Juglans,Juglans mandshurica,Juglandaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,3,7.5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Cyclobalanopsis longinux,Endemic,Native,Tree,Quercus ,Quercus longinux,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.2,1.2,0.9,0.9,NA,NA,0.8,0.9,1,1.2,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Machilus sp.,NA,NA,NA,Machilus,Machilus sp.,Meliaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Eriobotrya deflexa,Widely distributed,Native,Tree,Raphiolepis,Raphiolepis deflexa,Rosaceae,Fleshy,Pome,Red,"Bright (Red, Orange, Pink)",present,2,Two-Five,Not arillate,NA,NA,NA,NA,1.2,2,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Malus formosana,Widely distributed,Native,Tree,Docynia ,Docynia doumeri,Rosaceae,Fleshy,Pome,Red,"Bright (Red, Orange, Pink)",absent,10,Six-Ten,Not arillate,NA,NA,NA,NA,2.5,5.5,NA,NA,NA,NA,NA,NA,Data deficient,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Cinnamomum osmophloeum,Endemic,Native,Tree,Cinnamomum,Cinnamomum osmophloeum,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,Vulnerable,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Alocasia macrorrhizos,Widely distributed,Exotic,Tree,Alocasia,Alocasia macrorrhizos,Araceae,Fleshy,Head of berries,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,1.2,1.2,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Diospyros oldhamii,Endemic,Native,Tree,Diospyros,Diospyros oldhamii,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,10,Six-Ten,Not arillate,2,3.5,2,2.8,NA,NA,NA,1.1,1.1,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Passiflora edulis,Widely distributed,Exotic,Climber,Passiflora,Passiflora edulis,Passifloraceae,Fleshy,Berry,Purple,"Dark (Black, Blue, Purple, Violet)",present,many,> Twenty,Not arillate,1,1.4,NA,NA,3,4,0.5,0.6,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Prunus campanulata,Endemic,Native,Tree,Prunus ,Prunus campanulata,Rosaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,1,1,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Actinidia callosa,Widely distributed,Native,Climber,Actinidia,Actinidia callosa,Actinidiaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1.5,5,NA,NA,2,2.5,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Viburnum luzonicum,Widely distributed,Native,Shrub,viburnum ,Viburnum luzonicum,Viburnaceae,Fleshy,Drupe,red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.4,0.5,0.3,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Diospyros sasakii,Widely distributed,Native,Tree,Diospyros,Diospyros morrisiana,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,4,Two-Five,Not arillate,NA,NA,NA,NA,1.5,2.2,1,1.4,0.5,0.7,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Litsea sp.,NA,NA,NA,Litsea ,Litsea sp.,Lauraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Arenga pinnata,Widely distributed,Exotic,Tree,Arenga,Arenga pinnata,Arecaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,3,Two-Five,Not arillate,7,7,6,6,5,5,2.33,3.18,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Phoebe formosana,Endemic,Native,Tree,Phoebe,Phoebe formosana,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Elaeagnus thunbergii,Endemic,Native,Shrub,Elaegnus ,Elaeagnus thunbergii,Elaegnaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,1.1,1.4,NA,NA,0.9,1.1,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Bischofia trifoliata,Widely distributed,Native,Tree,Bischofia ,Bischofia javanica,Phyllanthaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,6,Six-Ten,Not arillate,NA,NA,NA,NA,0.6,1.3,NA,NA,0.5,0.5,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Gaultheria cumingiana,Widely distributed,Native,Shrub,Gaultheria,Gaultheria leucocarpa ,Ericaceae,Dry,Capsule,Black,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.4,0.7,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Rubus sp.,NA,NA,NA,Rubus,Rubus sp.,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Rosa sp.,NA,NA,NA,Rosa,Rosa sp.,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Neolitsea konishii,Endemic,Native,Tree,Neolitsea,Neolitsea konishii,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1.5,1.5,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Ficus pumila,Widely distributed,Native,Climber,Ficus ,Ficus pumila,Moraceae,Fig,Synconium,Red,"Bright (Red, Orange, Pink)",present,many,> Twenty,Not arillate,4,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Morus acidosa,Widely distributed,Native,Shrub,Morus,Morus indica,Moraceae,Fleshy,Syncarp,Red,"Bright (Red, Orange, Pink)",present,many,> Twenty,Not arillate,0.6,0.95,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Vaccinium donianum,Widely distributed,Native,Shrub,Vaccinium,Vaccinium bracteatum,Ericaceae,Fleshy,Berry,Purple,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Sapindus mukorossi,Widely distributed,Native,Tree,Sapindus ,Sapindus mukorossi,Sapindaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,1.8,2.5,NA,NA,0.8,1.3,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Aphananthe aspera,Widely distributed,Native,Tree,Aphananthe,Aphananthe aspera,Cannabaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.8,1.3,0.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Securinega virosa,Widely distributed,Native,Shrub,Flueggea,Flueggea virosa,Phyllanthaceae,Fleshy,Berry,white,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,0.3,0.5,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Viburnum propinqum,Widely distributed,Native,Shrub,viburnum ,Viburnum propinquum,Viburnaceae,Fleshy,Drupe,Blue,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.5,0.6,0.35,0.4,NA,NA,0.4,0.4,0.3,0.3,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Planchonella obovata,Widely distributed,Native,Tree,Planchonella ,Planchonella obovata,Sapotaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,5,Two-Five,Not arillate,1,1.5,1,1.5,NA,NA,0.8,1.2,0.2,0.35,NA,NA,Not assessed,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Colocasia formosana,Widely distributed,Native,Herb,Colocasia,Colocasia esculenta,Araceae,Fleshy,Head of berries,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,3.5,4,1.3,1.5,NA,NA,0.1,0.1,NA,NA,NA,NA,Least Concern,China,East Asia,Hwang et al 2002
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Rubus pileatus         ,Endemic,Native,Shrub,Rubus,Rubus pileatus         ,Rosaceae,Fleshy,aggregate of drupelets,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.8,1.2,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Maddenla hvpoleuca ,Widely distributed,Native,Tree,Prunus ,Prunus hypoleuca,Rosaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.6,0.8,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Lindera obtuslloba,Widely distributed,Native,Tree,Lindera,Lindera obtusiloba,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.8,0.8,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Aralia contlnentalis,Widely distributed,Native,Shrub,Aralia ,Aralia continentalis,Araliaceae,Fleshy,Berry,black,"Dark (Black, Blue, Purple, Violet)",absent,5,Two-Five,Not arillate,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Prunus sp.,NA,NA,NA,Prunus ,Prunus sp.,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Holboellia fargesii ,Widely distributed,Native,Climber,Stauntonia,Stauntonia angustifolia,Lardizabalaceae ,Fleshy,Follicle,Purple,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,5,6,3,3,NA,NA,0.8,0.8,0.5,0.6,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Dendrobenthamia sp.,NA,NA,NA,Cornus ,Cornus sp.,Cornaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Schisandra sphenanthera ,Endemic,Native,Climber,Schisandra,Schisandra sphaerandra ,Schisandraceae,Fleshy,Aggregate of apocarps,Red,"Bright (Red, Orange, Pink)",absent,2,Two-Five,Not arillate,0.6,1.2,0.4,0.9,NA,NA,0.32,0.36,0.37,0.41,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Bleagnus uabellata,Widely distributed,Native,Shrub,Eleagnus,Elaeagnus umbellata,Elaegnaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.3,0.9,0.5,0.5,0.8,0.9,0.7,0.8,0.2,0.3,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Litsea punqens,Widely distributed,Native,Tree,Litsea ,Litsea pungens,Lauraceae,Fleshy,Drupe,Blue,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Cotoneaster ouplnensis ,Widely distributed,Native,Shrub,Cotoneaster,Cotoneaster moupinensis,Rosaceae,Fleshy,Pome,Black,"Dark (Black, Blue, Purple, Violet)",absent,5,Two-Five,Not arillate,NA,NA,NA,NA,0.6,0.8,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Sorbus spp.,NA,NA,NA,Sorbus,Sorbus sp.,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Juqlana spp.,NA,NA,NA,Juglans,Juglans sp.,Juglandaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Corylus spp.,NA,NA,NA,Corylus,Corylus sp.,Betulaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Castanea aollissiaa,Widely distributed,Native,Tree,Castanea,Castanea mollissima,Fagaceae,Dry,Acorn,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2.5,7.5,NA,NA,4,8,NA,NA,NA,NA,2,3,Least Concern,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Cyclobalanopsls spp.,NA,NA,NA,Quercus ,Quercus sp.,Fagaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Ribes spp.,NA,NA,NA,Ribes ,Ribes sp.,Grossulariaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Rubus mesoqaeus,Widely distributed,Native,Shrub,Rubus,Rubus mesogaeus,Rosaceae,Fleshy,aggregate of drupelets,Black,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.6,0.8,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Rubus flosculosus,Widely distributed,Native,Shrub,Rubus,Rubus flosculosus,Rosaceae,Fleshy,aggregate of drupelets,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.8,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Reid 1991
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Acer pictum,Widely distributed,Native,Tree,Acer ,Acer pictum,Sapindaceae,Dry,Samara,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,3,3.5,1,1.5,NA,NA,1,1.3,0.8,1,NA,NA,Least Concern,China,East Asia,Trent 2010
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Pistacia chinensi,Widely distributed,Native,Tree,Pistacia,Pistacia chinensis,Anacardiaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,0.5,0.6,0.5,0.5,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Trent 2010
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Kalopanax septemlobus,Widely distributed,Native,Tree,Kalopanax,Kalopanax septemlobus,Araliaceae,Fleshy,Drupe,Blue,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.3,0.5,NA,NA,NA,NA,NA,NA,Not assessed,China,East Asia,Trent 2010
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Carpinus fangiana,Endemic,Native,Tree,Carpinus,Carpinus fangiana,Betulaceae,Dry,Nuts,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,0.35,0.35,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,Least Concern,China,East Asia,Trent 2010
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Cornus controversa,Widely distributed,Native,Tree,Cornus ,Cornus controversa,Cornaceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.6,0.7,NA,NA,NA,NA,0.5,0.6,Least Concern,China,East Asia,Trent 2010
